,id,title,release_date,year,runtime,genres,rated,countries,actors,directors,writers,awards,box_office,ratings
383,tt0070348,Ma lu xiao ying xiong,17 Feb 1973,1973,122,"['Action', 'Comedy', 'Drama']",,['Hong Kong'],"['Polly Ling-Feng Shang-Kuan', ' Samuel Hui', ' Angela Mao', ' Yi Feng']",['Wei Lo'],['Wei Lo'],1 win.,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
384,tt0070354,The Man from Acapulco,23 Nov 1973,1973,95,"['Action', 'Comedy', 'Fantasy']",,"['France', ' Italy']","['Jean-Paul Belmondo', ' Jacqueline Bisset', ' Vittorio Caprioli', ' Hans Meyer']",['Philippe de Broca'],"['Philippe de Broca', ' Vittorio Caprioli', ' Jean-Paul Rappeneau']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]"
385,tt0070355,Magnum Force,25 Dec 1973,1973,124,"['Action', 'Crime', 'Mystery']",R,['USA'],"['Clint Eastwood', ' Hal Holbrook', ' Mitchell Ryan', ' David Soul']",['Ted Post'],"['Harry Julian Fink (original material)', ' Rita M. Fink (original material)', ' John Milius (screenplay)', ' Michael Cimino (screenplay)', ' John Milius (story)']",2 nominations.,,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '58/100'}]"
386,tt0070356,Now Where Did the Seventh Company Get to?,13 Dec 1973,1973,95,"['Action', 'Comedy', 'War']",,"['France', ' Italy']","['Jean Lefebvre', ' Pierre Mondy', ' Aldo Maccione', ' Robert Lamoureux']",['Robert Lamoureux'],['Robert Lamoureux'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]"
387,tt0070400,Mo gui tian shi,31 Aug 1973,1973,80,"['Action', 'Crime', 'Drama']",,['Hong Kong'],"['Lieh Lo', ' Grace Chia-li Tang', ' Billy Chan', ' Wai-Man Chan']",['Lieh Lo'],['Kang Chien Chiu'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
388,tt0070427,Das Mädchen von Hongkong,30 Mar 1973,1973,94,"['Action', 'Adventure']",,['West Germany'],"['Joachim Fuchsberger', ' Li Paelz', ' Véronique Vendell', ' Eva Garden']",['Jürgen Roland'],"['Herbert Reinecker (novel)', ' Herbert Reinecker (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
389,tt0070429,Na krawedzi,09 Mar 1973,1973,89,['Action'],,['Poland'],"['Zygmunt Malanowicz', ' Jolanta Bohdal', ' Tadeusz Janczar', ' Ignacy Machowski']",['Waldemar Podgórski'],"['Waldemar Podgórski', ' Marian Reniak-Struzynski (dialogue)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]"
390,tt0070438,The Neptune Factor,03 Aug 1973,1973,98,"['Action', 'Adventure', 'Drama']",G,['Canada'],"['Ben Gazzara', ' Walter Pidgeon', ' Ernest Borgnine', ' Yvette Mimieux']",['Daniel Petrie'],['Jack DeWitt'],1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
391,tt0070448,The Kyoto Connection,03 Mar 1973,1973,72,"['Action', 'Drama']",R,['Japan'],"['Christina Lindberg', ' Ichirô Araki', ' Gô Awazu', ' Yurie Hidaka']",['Sadao Nakajima'],"['Takeo Kaneko', ' Sadao Nakajima']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}]"
392,tt0070523,Peng you,29 Jun 1974,1974,104,"['Action', 'Drama']",,['Hong Kong'],"['David Chiang', ' Sheng Fu', ' Lily Li', ' Hung Wei']",['Cheh Chang'],"['Cheh Chang', ' Kuang Ni']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]"
393,tt0070534,The Knock Out Cop,01 Apr 1975,1973,99,"['Action', 'Comedy', 'Crime']",PG,"['Italy', ' France']","['Bud Spencer', ' Adalberto Maria Merli', ' Raymond Pellegrin', ' Juliette Mayniel']",['Steno'],"['Nicola Badalucco (story)', ' Lucio De Caro (script)', ' Luciano Vincenzoni (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]"
394,tt0070553,The Police Serve the Citizens?,,1973,102,"['Action', 'Crime']",,"['France', ' Italy']","['Enrico Maria Salerno', ' Giuseppe Pambieri', ' John Steiner', ' Venantino Venantini']",['Romolo Guerrieri'],['Massimo De Rita'],,,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]"
395,tt0070564,Fang Shi Yu,01 Mar 1974,1972,90,"['Action', 'Drama']",R,"['Taiwan', ' Hong Kong']","['Fei Meng', ' Lin Lin Li', ' Yasuaki Kurata', ' Hung Pai']",['Yang Ming Tsai'],['Kuang Ni'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
396,tt0070576,Pushing Up Daisies,12 Apr 1984,1973,85,"['Action', 'Comedy']",R,['USA'],"['Ross Hagen', ' Kelly Thordsen', ' Hoke Howell', ' Eric Lidberg']",['Ivan Nagy'],"['Ross Hagen', ' Ivan Nagy']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]"
397,tt0070631,Santo vs. Doctor Death,17 Dec 1973,1973,95,"['Action', 'Adventure', 'Sci-Fi']",,"['Mexico', ' Spain']","['Santo', ' Carlos Romero Marchent', ' Helga Liné', ' George Rigaud']",['Rafael Romero Marchent'],"['Rafael Romero Marchent (story)', ' José Luis Navarro (story)', ' Rafael Romero Marchent (screenplay)', ' José Luis Navarro (screenplay)', ' Rafael Romero Marchent (dialogue)', ' José Luis Navarro (dialogue)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
398,tt0070639,Savage!,01 May 1973,1973,81,"['Action', 'Drama']",R,"['Philippines', ' USA']","['James Iglehart', ' Lada Edmund Jr.', ' Carol Speed', ' Sally Jordan']",['Cirio H. Santiago'],['Ed Medard'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
399,tt0070646,Mr. Hercules Against Karate,14 Sep 1973,1973,103,"['Action', 'Comedy']",,['Italy'],"['Alberto Terracina', ' Fernando Bilbao', ' Jolina Collins', ' Chai Lee']",['Antonio Margheriti'],"['Luciano Vincenzoni (story and screenplay)', ' Sergio Donati (story and screenplay)', ' Antonio Margheriti (adaptation)', ' Giovanni Simonelli (adaptation)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]"
400,tt0070653,Scorpio,19 Apr 1973,1973,114,"['Action', 'Drama', 'Thriller']",PG,['USA'],"['Burt Lancaster', ' Alain Delon', ' Paul Scofield', ' John Colicos']",['Michael Winner'],"['David W. Rintels (screenplay)', ' Gerald Wilson (screenplay)', ' David W. Rintels (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}]"
401,tt0070671,Sette ore di violenza per una soluzione imprevista,15 Nov 1973,1973,93,"['Action', 'Crime']",,['Italy'],"['George Hilton', ' Rosemary Dexter', ' Steffen Zacharias', ' Iwao Yoshioka']",['Michele Massimo Tarantini'],"['Giorgio Capitani (story)', ' Lucio Chiavarelli (story)', ' Paolo Levi (story)', ' Sauro Scavolini']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
402,tt0070672,The Seven-Ups,14 Dec 1973,1973,103,"['Action', 'Crime', 'Drama']",PG,['USA'],"['Roy Scheider', ' Victor Arnold', ' Jerry Leon', ' Ken Kercheval']","[""Philip D'Antoni""]","['Albert Ruben (screenplay)', ' Alexander Jacobs (screenplay)', ' Sonny Grosso (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]"
403,tt0070679,Shaft in Africa,14 Jun 1973,1973,112,"['Action', 'Adventure', 'Crime']",R,['USA'],"['Richard Roundtree', ' Frank Finlay', ' Vonetta McGee', ' Neda Arneric']",['John Guillermin'],"['Ernest Tidyman (characters)', ' Stirling Silliphant']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]"
404,tt0070680,Shamus,01 Feb 1973,1973,106,"['Action', 'Comedy', 'Crime']",PG,['USA'],"['Burt Reynolds', ' Dyan Cannon', ' John P. Ryan', ' Joe Santos']",['Buzz Kulik'],['Barry Beckerman'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]"
405,tt0070684,The Heroic Ones,14 Aug 1970,1970,117,"['Action', 'Drama', 'History']",PG-13,['Hong Kong'],"['David Chiang', ' Han Chin', ' Lung Ti', ' Lily Li']",['Cheh Chang'],"['Cheh Chang', ' Kuang Ni']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
406,tt0070688,The Mandarin Magician,01 Jun 1974,1974,86,"['Action', 'Drama']",R,['Hong Kong'],"['Chin-Kun Li', ' Helen Ma', ' Chen-tung Lung', ' Chung-Hsin Huang']",['Wing-Cho Yip'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
407,tt0070704,The Slams,26 Sep 1973,1973,91,"['Action', 'Crime', 'Drama']",R,['USA'],"['Jim Brown', ' Judy Pace', ' Roland Bob Harris', ' Paul Harris']",['Jonathan Kaplan'],['Richard DeLong Adams'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]"
408,tt0070705,Slaughter in San Francisco,01 Sep 1981,1974,87,"['Action', 'Crime', 'Thriller']",R,"['Hong Kong', ' USA']","['Chuck Norris', ' Don Wong', ' Chuck Boyd', ' Sylvia Chang']",['Wei Lo'],['Wei Lo'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
409,tt0070706,Slaughter's Big Rip-Off,04 Mar 1974,1973,94,"['Action', 'Crime', 'Drama']",R,['USA'],"['Jim Brown', ' Ed McMahon', ' Don Stroud', ' Brock Peters']",['Gordon Douglas'],"['Charles Eric Johnson', ' Don Williams (character)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]"
410,tt0070726,The Spook Who Sat by the Door,23 Dec 1981,1973,102,"['Action', 'Crime', 'Drama']",PG,['USA'],"['Lawrence Cook', ' Janet League', ' Paula Kelly', ' J.A. Preston']",['Ivan Dixon'],"['Sam Greenlee (screenplay)', ' Melvin Clay (screenplay)', ' Sam Greenlee (novel)']",1 win & 2 nominations.,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]"
411,tt0070727,Stacey,01 Apr 1973,1973,81,"['Action', 'Crime', 'Drama']",R,['USA'],"['Anne Randall', ' Alan Landers', ' James Westmoreland', ' Anitra Ford']",['Andy Sidaris'],"['William Edgar (screenplay)', ' Leon Mirell (story)', ' Andy Sidaris (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
412,tt0070730,Steel Arena,01 Sep 1973,1973,98,"['Action', 'Drama', 'Sport']",PG,['USA'],"['Dusty Russell', ' Buddy Love', ' Gene Drew', ' Dutch Schnitzer']",['Mark L. Lester'],['Mark L. Lester'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}]"
413,tt0070736,The Stone Killer,08 Aug 1973,1973,95,"['Action', 'Crime', 'Drama']",R,"['Italy', ' USA']","['Charles Bronson', ' Martin Balsam', ' Jack Colvin', ' Paul Koslo']",['Michael Winner'],"['Gerald Wilson (screenplay)', ' John Gardner (book)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]"
414,tt0070752,Superchick,01 Sep 1973,1973,94,"['Action', 'Comedy']",R,['USA'],"['Joyce Jillson', ' Louis Quinn', ' Thomas Reardon', ' Tony Young']",['Ed Forsyth'],"['Gary Crutcher (screenplay)', ' John H. Burrows (original story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]"
415,tt0070753,Super Fly T.N.T.,15 Jun 1973,1973,87,"['Action', 'Crime', 'Drama']",R,['USA'],"[""Ron O'Neal"", ' Roscoe Lee Browne', ' Sheila Frazier', ' Robert Guillaume']","[""Ron O'Neal""]","['Alex Haley (screenplay by)', "" Ron O'Neal (original story by)"", ' Sig Shore (original story by)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]"
416,tt0070754,Superman,09 Sep 1973,1973,104,"['Action', 'Adventure', 'Sci-Fi']",,['USA'],"['George Reeves', ' Noel Neill', ' Jack Larson', ' John Hamilton']",['nan'],"['Robert Leslie Bellem', ' Whitney Ellsworth', ' Wilton Schiller', ' Joe Shuster (characters)', ' Jerry Siegel (characters)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]"
417,tt0070755,Supermarket,25 Dec 1976,1974,84,"['Action', 'Crime', 'Drama']",,['West Germany'],"['Charly Wierczejewski', ' Eva Mattes', ' Michael Degen', ' Walter Kohut']",['Roland Klick'],"['Georg Althammer', ' Roland Klick', ' Jane Seitz']",2 wins.,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]"
418,tt0070756,Supervan,01 Mar 1977,1977,91,"['Action', 'Comedy']",PG,['USA'],"['Mark Schneider', ' Katie Saylor', ' Morgan Woodward', ' Len Lesser']",['Lamar Card'],"['John Arnoldy (story)', ' Robert Easter (screenplay)', ' Neva Friedenn (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}]"
419,tt0070761,Miyamoto Musashi,,1973,148,"['Action', 'Drama']",,['Japan'],"['Jirô Tamiya', ' Keiko Matsuzaka', ' Mitsuko Baishô', ' Hideki Takahashi']",['Tai Katô'],"['Yamashita Kiyomoto (screenplay)', ' Yoshitarô Nomura (screenplay)', ' Yoshitarô Nomura', ' Eiji Yoshikawa (novel)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]"
420,tt0070768,Tai quan zhen jiu zhou,01 Jul 1974,1973,91,"['Action', 'Drama', 'War']",R,"['Hong Kong', ' South Korea']","['Angela Mao', ' Jhoon Rhee', ' Carter Wong', ' Ing-Sik Whang']",['Feng Huang'],['Feng Huang'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]"
421,tt0070778,"Wang Yu, King of Boxers",16 Aug 1973,1972,101,"['Action', 'Crime', 'Drama']",R,"['Taiwan', ' Hong Kong']","['Yu Wang', ' Ching Ching Chang', ' Fei Lung', ' Ping Lu']",['Lung Chien'],['Hao Ho'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
422,tt0070782,Terminal Island,22 Jun 1973,1973,88,"['Action', 'Drama', 'Thriller']",R,['USA'],"['Don Marshall', ' Phyllis Davis', ' Ena Hartman', ' Marta Kristen']",['Stephanie Rothman'],"['James Barnett', ' Charles S. Swartz', ' Stephanie Rothman']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]"
423,tt0070787,That Man Bolt,01 Dec 1973,1973,104,"['Action', 'Crime', 'Drama']",R,['USA'],"['Fred Williamson', ' Byron Webster', ' Miko Mayama', ' Teresa Graves']","['Henry Levin', ' David Lowell Rich']","['Charles Eric Johnson (story)', ' Ranald MacDougall (screenplay)', ' Charles Eric Johnson (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
424,tt0070800,Five Fingers of Death,21 Mar 1973,1972,105,"['Action', 'Drama', 'Romance']",R,['Hong Kong'],"['Lieh Lo', ' Ping Wang', ' Hsiung Chao', ' Chin-Feng Wang']",['Chang-hwa Jeong'],['Yang Chiang (screenplay)'],,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]"
425,tt0070801,The Young Dragons,12 Sep 1975,1974,95,['Action'],,['Hong Kong'],"['Ni Tien', ' Yung Henry Yu', ' Chin Hu', ' Chi Ping Chang']",['John Woo'],"['Kuang Ni', ' John Woo']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]"
426,tt0070825,The Train Robbers,07 Feb 1973,1973,92,"['Action', 'Comedy', 'Romance']",PG,['USA'],"['John Wayne', ' Ann-Margret', ' Rod Taylor', ' Ben Johnson']",['Burt Kennedy'],['Burt Kennedy'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]"
427,tt0070831,Three Supermen of the West,28 Aug 1973,1973,95,"['Action', 'Comedy', 'Sci-Fi']",,"['Italy', ' Spain']","['George Martin', ' Sal Borgese', ' Frank Braña', ' Ágata Lys']",['Italo Martinenghi'],"['Italo Martinenghi (screenplay)', ' Anthony Blod (screenplay)', ' George Martin (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]"
428,tt0070833,Trick Baby,16 Nov 1973,1972,89,"['Action', 'Crime', 'Drama']",R,['USA'],"['Kiel Martin', ' Mel Stewart', ' Dallas Edward Hayes', ' Beverly Ballard']",['Larry Yust'],"['Robert Beck (novel)', ' A. Neuberg (screenplay)', ' T. Raewyn (screenplay)', ' Larry Yust (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}]"
429,tt0070851,Ultimul cartus,28 May 1973,1973,100,"['Action', 'Crime']",,['Romania'],"['Ilarion Ciobanu', ' George Constantin', ' Amza Pellea', ' Sebastian Papaiani']",['Sergiu Nicolaescu'],"['Titus Popovici', ' Petre Salcudeanu']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]"
430,tt0070895,Walking Tall,22 Feb 1973,1973,125,"['Action', 'Biography', 'Crime']",R,['USA'],"['Joe Don Baker', ' Elizabeth Hartman', ' Leif Garrett', ' Dawn Lyn']",['Phil Karlson'],"['Mort Briskin', ' Stephen Downing']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]"
431,tt0070909,Westworld,15 Aug 1973,1973,88,"['Action', 'Sci-Fi', 'Thriller']",PG,['USA'],"['Yul Brynner', ' Richard Benjamin', ' James Brolin', ' Norman Bartold']",['Michael Crichton'],['Michael Crichton'],3 nominations.,,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '77/100'}]"
432,tt0070915,White Lightning,22 Oct 1973,1973,101,"['Action', 'Crime', 'Drama']",PG,['USA'],"['Burt Reynolds', ' Jennifer Billingsley', ' Ned Beatty', ' Bo Hopkins']",['Joseph Sargent'],['William W. Norton'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '60/100'}]"
433,tt0070926,Wonder Women,01 Apr 1973,1973,82,"['Action', 'Horror', 'Sci-Fi']",PG,"['Philippines', ' USA']","['Nancy Kwan', ' Ross Hagen', ' Maria De Aragon', ' Roberta Collins']","[""Robert Vincent O'Neil""]","['Lou Whitehill (screenplay)', "" Robert Vincent O'Neil (adaptation)""]",,,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]"
434,tt0070930,The Wrestler,01 Feb 1974,1974,95,"['Action', 'Crime', 'Drama']",PG,['USA'],"['Edward Asner', ' Elaine Giftos', ' Verne Gagne', ' Billy Robinson']",['James A. Westman'],['Eugene Gump'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
435,tt0070932,The Bastard,06 Feb 1973,1973,102,['Action'],,['Hong Kong'],"['Hua Tsung', ' Lily Li', ' Dan Lau', ' Miao Ching']",['Yuen Chor'],['Kang Chien Chiu'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]"
436,tt0070934,Ya sluzhu na granitse,,1974,85,['Action'],,['Soviet Union'],"['Borislav Brondukov', ' Evgeniy Karelskikh', ' Boris Shcherbakov', ' Eleonora Shashkova']",['Naum Birman'],"['Vladimir Menshov', ' Aleksandr Rozen']",,,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]"
437,tt0070935,Procession of Memories,02 Nov 1973,1973,164,"['Action', 'Drama', 'Musical']",,['India'],"['Dharmendra', ' Zeenat Aman', ' Vijay Arora', ' Imtiaz Khan']",['Nasir Hussain'],"['Javed Akhtar (screenplay)', ' Javed Akhtar (story)', ' Nasir Hussain (dialogue)', ' Salim Khan (screenplay)', ' Salim Khan (story)']",2 nominations.,,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]"
438,tt0070936,Yamaguchi-gumi San-daime,,1973,106,"['Action', 'Crime', 'Drama']",,['Japan'],"['Ken Takakura', ' Kayo Matsuo', ' Bunta Sugawara', ' Michitaro Mizushima']",['Kôsaku Yamashita'],"['Akira Murao (screenplay)', ' Kazuo Taoka (novel)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]"
439,tt0070939,Yellow Dog,01 Sep 1976,1973,101,"['Action', 'Drama']",,['UK'],"['Jirô Tamiya', ' Robert Hardy', ' Carolyn Seymour', "" Joseph O'Conor""]",['Terence Donovan'],"['John Bird (new dialogue)', ' Terence Donovan (idea)', ' Shinobu Hashimoto', ' Alan Turney (translation)']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]"
440,tt0070942,The Fate of Lee Khan,06 Dec 1973,1973,105,"['Action', 'Drama']",,"['Taiwan', ' Hong Kong']","['Li Hua Li', ' Roy Chiao', ' Feng Hsu', ' Ying Bai']",['King Hu'],"['King Hu', ' Chung Wang']",,,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]"
441,tt0070947,Shackles,11 May 1973,1973,145,"['Action', 'Crime', 'Drama']",NOT RATED,['India'],"['Amitabh Bachchan', ' Jaya Bhaduri', ' Pran', ' Om Prakash']",['Prakash Mehra'],"['Javed Akhtar (dialogue)', ' Javed Akhtar (screenplay)', ' Javed Akhtar (story)', ' Salim Khan (dialogue)', ' Salim Khan (screenplay)', ' Salim Khan (story)']",4 wins.,,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]"
442,tt0071089,99 and 44/100% Dead!,23 Sep 1974,1974,98,"['Action', 'Adventure', 'Comedy']",Passed,['USA'],"['Richard Harris', "" Edmond O'Brien"", ' Bradford Dillman', ' Ann Turkel']",['John Frankenheimer'],['Robert Dillon'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
443,tt0071099,Ace of Hearts,22 Aug 1975,1975,94,"['Action', 'Crime', 'Drama']",,['Spain'],"['Chris Robinson', ' Pilar Velázquez', ' Teresa Gimpera', ' Carlos Ballesteros']",['Tulio Demicheli'],['Santiago Moncada'],,,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}]"
444,tt0071110,Airport 1975,18 Oct 1974,1974,107,"['Action', 'Drama', 'Thriller']",PG,['USA'],"['Charlton Heston', ' Karen Black', ' George Kennedy', ' Efrem Zimbalist Jr.']",['Jack Smight'],"['Arthur Hailey (novel)', ' Don Ingalls']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '50/100'}]"
445,tt0071162,"Run, Run, Joe!",01 Sep 1974,1974,120,"['Action', 'Comedy', 'Crime']",PG,"['Italy', ' France', ' Spain', ' West Germany']","['Keith Carradine', ' Tom Skerritt', ' Cyril Cusack', ' Sybil Danning']",['Giuseppe Colizzi'],"['Giuseppe Colizzi (screenplay)', ' Giuseppe Colizzi (story)', ' Miguel de Echarri (screenplay)', ' Miguel de Echarri (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]"
446,tt0071189,The Bamboo House of Dolls,01 Aug 1976,1973,110,"['Action', 'Drama', 'Thriller']",R,['Hong Kong'],"['Birte Tove', ' Lieh Lo', ' Hsieh Wang', ' Terry Liu']",['Chih-Hung Kuei'],['nan'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
447,tt0071216,Big Bad Mama,12 Jan 1975,1974,84,"['Action', 'Comedy', 'Crime']",R,['USA'],"['Angie Dickinson', ' William Shatner', ' Tom Skerritt', ' Susan Sennett']",['Steve Carver'],"['William W. Norton', ' Frances Doel']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}]"
448,tt0071221,Black Belt Jones,29 Mar 1974,1974,85,"['Action', 'Comedy']",R,['USA'],"['Jim Kelly', ' Gloria Hendry', ' Scatman Crothers', ' Eric Laneuville']",['Robert Clouse'],"['Oscar Williams (screenplay)', ' Fred Weintraub (story)', ' Alexandra Rose (story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
449,tt0071224,Black Eye,25 Aug 1979,1974,98,"['Action', 'Crime']",PG,['USA'],"['Fred Williamson', ' Rosemary Forsyth', ' Teresa Graves', ' Floy Dean']",['Jack Arnold'],"['Mark Haggard (screenplay)', ' Jim Martin (screenplay)', ' Jeff Jacks (novel)']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]"
450,tt0071226,Black Samson,14 Aug 1974,1974,88,"['Action', 'Drama']",R,['USA'],"['Rockne Tarkington', ' William Smith', ' Connie Strickland', ' Carol Speed']",['Charles Bail'],"['Daniel Cady (story)', ' Warren Hamilton Jr. (screenplay)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]"
451,tt0071227,The Black 6,19 Aug 1974,1973,94,"['Action', 'Drama']",R,['USA'],"['Robert Howard', ' Cindy Daly', ' Mikel Angel', ' John Isenbarger']",['Matt Cimber'],"['Mikel Angel (screenplay)', ' Matt Cimber (original story)']",,,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]"
452,tt0071229,The Black Windmill,20 Nov 1974,1974,106,"['Action', 'Crime', 'Thriller']",PG,"['UK', ' France']","['Michael Caine', ' Donald Pleasence', ' Delphine Seyrig', ' Clive Revill']",['Don Siegel'],"['Leigh Vance (screenplay)', ' Clive Egleton (novel)']",,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]"
453,tt0071241,Borsalino and Co.,23 Oct 1974,1974,110,"['Action', 'Crime', 'Drama']",Not Rated,"['France', ' Italy', ' West Germany']","['Alain Delon', ' Riccardo Cucciolla', ' Daniel Ivernel', ' Reinhard Kolldehoff']",['Jacques Deray'],['Pascal Jardin (scenario)'],,,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]"
454,tt0071249,Bring Me the Head of Alfredo Garcia,13 Mar 1975,1974,112,"['Action', 'Crime', 'Drama']",R,"['Mexico', ' USA']","['Warren Oates', ' Isela Vega', ' Robert Webber', ' Gig Young']",['Sam Peckinpah'],"['Gordon T. Dawson (screenplay)', ' Sam Peckinpah (screenplay)', ' Frank Kowalski (story)', ' Sam Peckinpah (story)']",1 nomination.,,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}]"
455,tt0071252,The Dragon Dies Hard,01 Jul 1976,1975,96,"['Action', 'Adventure', 'Drama']",R,['Taiwan'],"['Bruce Le', ' Hui Ouyang', ' Fei Lung', ' Fang-Hsia Chang']",['Kuan-Chang Li'],['Chung Yen'],,,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]"
456,tt0071253,Bruce Lee: A Dragon Story,01 Sep 1981,1977,91,"['Action', 'Biography', 'Drama']",R,['Hong Kong'],"['Bruce Li', ' Carter Wong', ' Kuei Chang', ' Chi-Min Chin']","['Chi Chang', ' Hua Chen']","['Hsin Yi Chang', ' Hua Chen']",,,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]"
