,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
823,tt0076026,The Son of the Sheik,1978,90,"Action,Comedy",6.1,72
824,tt0076028,Final Chapter: Walking Tall,1977,112,"Action,Crime,Drama",5.9,785
825,tt0076048,The Four Shaolin Challengers,1977,89,Action,5.1,85
826,tt0076049,Woo fook,1977,107,"Action,Drama",5.1,112
827,tt0076070,The Gauntlet,1977,109,"Action,Crime,Thriller",6.4,20087
828,tt0076091,Golden Rendezvous,1977,101,"Action,Crime,Thriller",5.5,434
829,tt0076100,Grand Theft Auto,1977,84,"Action,Comedy,Crime",5.4,2443
830,tt0076106,Greased Lightning,1977,96,"Action,Biography,Comedy",6.3,1325
831,tt0076109,The Great Texas Dynamite Chase,1976,90,"Action,Comedy,Crime",6.0,434
832,tt0076118,Fight for Survival,1977,101,"Action,Drama,Fantasy",5.9,56
833,tt0076137,Herbie Goes to Monte Carlo,1977,105,"Action,Adventure,Comedy",5.7,6521
834,tt0076140,Hi-Riders,1978,90,"Action,Crime,Drama",5.1,140
835,tt0076145,High Velocity,1976,105,"Action,Drama",5.5,86
836,tt0076148,Hokuriku dairi sensô,1977,98,"Action,Crime,Drama",6.8,115
837,tt0076164,The Mighty Peking Man,1977,86,"Action,Adventure,Horror",5.3,1568
838,tt0076167,Hum Kisise Kum Naheen,1977,169,"Action,Comedy,Drama",7.1,426
839,tt0076168,Executioners from Shaolin,1977,98,"Action,Drama",7.0,1251
840,tt0076177,Honesty and Religion,1977,156,"Action,Drama",5.7,155
841,tt0076178,Sheng jian feng yun,1977,91,"Action,Drama",6.4,36
842,tt0076195,Savana: Violenza carnale,1979,98,"Action,Crime,Horror",4.3,31
843,tt0076218,Could It Happen Here?,1977,95,Action,6.1,35
844,tt0076227,To Kill with Intrigue,1977,106,"Action,Drama",5.4,1004
845,tt0076241,Judgement of an Assassin,1977,94,"Action,Adventure",7.0,83
846,tt0076259,Blood and Sweat,1977,210,"Action,Drama",6.2,335
847,tt0076281,Golgo 13: Assignment Kowloon,1977,93,"Action,Crime,Thriller",6.3,445
848,tt0076283,Krasnye dipkurery,1977,100,Action,6.8,27
849,tt0076294,The Last Dinosaur,1977,106,"Action,Adventure,Sci-Fi",5.7,669
850,tt0076337,Le lunghe notti della Gestapo,1977,96,"Action,Drama,Thriller",4.5,242
851,tt0076354,Jiang hu han zi,1977,94,"Action,Comedy",5.6,104
852,tt0076360,A Man Called Blade,1977,101,"Action,Drama,Thriller",6.6,1492
853,tt0076362,Mantis Fists and Tiger Claws of Shaolin,1977,100,"Action,Drama,Horror",6.4,79
854,tt0076384,La menace,1977,117,"Action,Crime,Drama",6.7,629
855,tt0076392,Pursuit of Vengeance,1977,93,"Action,Drama",6.9,75
856,tt0076396,Mister Deathman,1977,93,Action,5.2,68
857,tt0076397,Mystery in the Bermuda Triangle,1979,77,"Action,Adventure,Mystery",5.2,111
858,tt0076398,Operation Thunderbolt,1977,124,"Action,Drama,History",6.8,790
859,tt0076402,Mojados,1979,91,"Action,Adventure,Drama",5.4,7
860,tt0076409,Moonshine County Express,1977,95,"Action,Crime,Drama",5.9,202
861,tt0076417,Mr. Billion,1977,89,"Action,Comedy,Drama",5.5,992
862,tt0076418,Mr. Mean,1977,98,"Action,Drama",5.2,47
863,tt0076438,Secret Rivals 2,1977,86,Action,6.4,136
864,tt0076442,The Naval Commandos,1977,112,"Action,Drama,War",6.7,54
865,tt0076475,No. 1 of the Secret Service,1977,91,"Action,Comedy",4.5,127
866,tt0076490,Oil,1977,108,"Action,Adventure",6.4,112
867,tt0076519,Jade Tiger,1977,100,"Action,Adventure",6.8,167
868,tt0076527,Upbringing,1977,162,"Action,Crime,Drama",6.9,839
869,tt0076544,Knock-Out Cop,1978,115,"Action,Comedy,Crime",6.3,2958
870,tt0076550,Broken Oath,1977,98,"Action,Drama",7.0,153
871,tt0076552,Poedinok v tayge,1978,66,"Action,History",5.7,9
872,tt0076554,Magnum Cop,1978,93,"Action,Crime,Thriller",5.7,252
873,tt0076555,Poliziotto sprint,1977,95,"Action,Crime,Drama",6.4,209
874,tt0076561,Portrait of a Hitman,1979,86,"Action,Drama",4.4,168
875,tt0076570,Secret of the Shaolin Poles,1977,95,"Action,Drama",5.9,55
876,tt0076572,En defensa propia,1977,104,"Action,Crime,Drama",7.8,5
877,tt0076575,Foul Play,1976,90,"Action,Comedy,Crime",6.8,171
878,tt0076584,The Inglorious Bastards,1978,99,"Action,Adventure,War",6.5,8650
879,tt0076620,Zhong lie Jing wu men,1977,96,"Action,Adventure,Crime",5.7,94
880,tt0076624,The Man from Chicago,1975,87,"Action,Crime,Drama",7.2,80
881,tt0076636,Rollercoaster,1977,119,"Action,Crime,Drama",6.3,5432
882,tt0076653,Sahara Cross,1977,97,"Action,Crime,Thriller",6.5,96
883,tt0076659,Iron Fisted Monk,1977,93,"Action,Comedy,Drama",6.8,692
884,tt0076660,Death Duel,1977,90,"Action,Drama",6.6,438
885,tt0076661,The 36 Crazy Fists,1977,90,"Action,Comedy",5.2,648
886,tt0076692,Soul of the Sword,1978,85,"Action,Drama",6.5,211
887,tt0076694,Shaolin Invincibles,1977,91,Action,5.9,98
888,tt0076697,She Came to the Valley,1979,92,"Action,Adventure,Drama",5.1,92
889,tt0076698,She nu yu chao,1978,80,"Action,Adventure,Drama",4.4,123
890,tt0076699,Snuff Bottle Connection,1977,91,Action,6.5,151
891,tt0076707,Shaolin Plot,1977,105,"Action,Drama",6.9,75
892,tt0076710,Sidewinder 1,1977,96,"Action,Drama",5.9,27
893,tt0076716,Sinbad and the Eye of the Tiger,1977,113,"Action,Adventure,Family",6.4,6542
894,tt0076725,Sleeping Dogs,1977,107,"Action,Drama,Thriller",6.4,1043
895,tt0076729,Smokey and the Bandit,1977,96,"Action,Comedy",7.0,43034
896,tt0076746,Speedtrap,1977,113,"Action,Crime,Drama",5.7,150
897,tt0076752,The Spy Who Loved Me,1977,125,"Action,Adventure,Thriller",7.1,93924
898,tt0076753,Squadra antifurto,1976,102,"Action,Comedy",6.5,226
899,tt0076754,Squadra antitruffa,1977,95,"Action,Comedy",6.4,276
900,tt0076759,Star Wars: Episode IV - A New Hope,1977,121,"Action,Adventure,Fantasy",8.6,1183598
901,tt0076781,Mag Wheels,1978,81,"Action,Comedy",5.1,81
902,tt0076788,Sweeney!,1977,89,"Action,Crime,Drama",6.9,1026
903,tt0076791,Szarada,1977,78,"Action,Drama",5.4,7
904,tt0076797,Chinatown Kid,1977,117,"Action,Drama",6.6,225
905,tt0076804,Telefon,1977,102,"Action,Crime,Drama",6.6,4862
906,tt0076808,Dear Inspector,1977,105,"Action,Comedy,Thriller",6.7,700
907,tt0076809,Tentacles,1977,102,"Action,Adventure,Comedy",3.7,2982
908,tt0076820,Thunder and Lightning,1977,95,"Action,Adventure,Comedy",5.4,384
909,tt0076822,Bloody Monkey Master,1977,95,Action,6.6,345
910,tt0076827,The Sentimental Swordsman,1977,96,"Action,Drama",6.7,282
911,tt0076877,The Heroin Busters,1977,100,"Action,Crime,Thriller",6.6,542
912,tt0076890,Viva Knievel!,1977,106,"Action,Adventure,Biography",3.3,924
913,tt0076902,The War in Space,1977,85,"Action,Adventure,Sci-Fi",4.9,417
914,tt0076915,The White Buffalo,1977,97,"Action,Adventure,Western",6.2,3723
915,tt0076939,The Invincible Armour,1977,90,"Action,Drama",7.1,725
916,tt0076947,Yung chun ta hsiung,1975,82,"Action,Drama",7.3,48
917,tt0076955,Zhong yuan biao ju,1976,89,"Action,Drama",6.5,42
918,tt0077113,Three Shaolin Musketeers,1978,77,"Action,Comedy",5.2,11
919,tt0077120,Operation 'The Bus',1978,94,"Action,Crime,Drama",7.0,95
920,tt0077134,Akcja pod Arsenalem,1978,93,"Action,Drama,War",6.9,195
921,tt0077135,Akô-jô danzetsu,1978,159,"Action,Adventure,Drama",7.1,313
922,tt0077171,Antyki,1978,79,Action,5.8,8
923,tt0077189,Avalanche,1978,91,"Action,Drama",3.7,1745
924,tt0077215,Battlestar Galactica,1978,148,"Action,Adventure,Sci-Fi",6.9,8266
925,tt0077226,Shameless,1978,139,"Action,Drama",5.9,94
926,tt0077241,Blackout,1978,92,"Action,Thriller",4.9,314
927,tt0077243,Blind Rage,1976,80,"Action,Comedy",4.1,136
928,tt0077244,Blood & Guts,1978,94,"Action,Drama",5.7,59
929,tt0077246,Blood of the Dragon,1971,96,"Action,Drama",6.7,281
930,tt0077262,Born Invincible,1978,83,Action,7.0,393
931,tt0077272,Brass Target,1978,111,"Action,Drama,Mystery",5.9,1061
932,tt0077277,Bruce and Shao-lin Kung Fu 2,1978,76,"Action,Adventure",7.0,60
933,tt0077278,Buck Rogers in the 25th Century,1979,89,"Action,Adventure,Sci-Fi",6.7,4817
934,tt0077290,Call Me Dragon,1974,91,"Action,Drama",5.8,35
935,tt0077292,Crippled Avengers,1978,104,"Action,Drama",7.4,2103
936,tt0077294,Capricorn One,1977,123,"Action,Adventure,Drama",6.9,19345
937,tt0077296,Caravans,1978,127,"Action,Adventure,History",6.1,752
938,tt0077313,Challenge of Death,1979,90,"Action,Adventure,Drama",6.2,31
939,tt0077339,Clan of Amazons,1978,88,"Action,Mystery",6.4,138
940,tt0077343,Cleopatra Wong,1978,110,"Action,Adventure,Crime",5.7,138
941,tt0077363,Il commissario di ferro,1978,82,"Action,Crime,Thriller",6.2,140
942,tt0077369,Convoy,1978,110,"Action,Drama",6.4,14375
943,tt0077395,Dancing Kung Fu,1978,92,"Action,Comedy",6.2,49
944,tt0077408,Death Dimension,1978,90,"Action,Sci-Fi",4.2,428
945,tt0077414,Deathsport,1978,82,"Action,Drama,Sci-Fi",4.1,1412
946,tt0077431,Naked Comes the Huntress,1978,93,"Action,Drama",6.0,25
947,tt0077436,Killer's Gold,1979,90,"Action,Crime,Thriller",4.2,24
948,tt0077451,Don,1978,175,"Action,Crime,Thriller",7.8,10620
949,tt0077474,The Driver,1978,91,"Action,Crime,Thriller",7.2,13303
950,tt0077479,The Return of the Bionic Boy,1979,95,"Action,Drama,Sci-Fi",4.0,44
951,tt0077481,Eagle's Claws,1978,86,"Action,Drama",6.5,96
952,tt0077520,Escape from Women's Prison,1978,95,"Action,Crime,Drama",5.3,237
953,tt0077523,Every Which Way but Loose,1978,114,"Action,Comedy",6.4,22236
954,tt0077538,Enter the Fat Dragon,1978,100,"Action,Comedy",6.8,609
955,tt0077541,Magnificent Bodyguards,1978,101,Action,5.7,712
956,tt0077556,Fists of Bruce Lee,1978,93,"Action,Drama",3.8,182
957,tt0077557,Five Days from Home,1978,108,"Action,Crime,Drama",6.0,114
958,tt0077558,Five Superfighters,1979,95,"Action,Drama",6.6,179
959,tt0077559,Five Deadly Venoms,1978,97,"Action,Drama,Mystery",7.1,5974
960,tt0077563,Cop or Hood,1979,107,"Action,Comedy,Crime",6.7,1930
961,tt0077572,Force 10 from Navarone,1978,118,"Action,Drama,War",6.4,16006
962,tt0077594,Game of Death,1978,100,"Action,Crime,Drama",6.1,16143
963,tt0077596,Ganges of Saugand,1978,142,Action,5.8,113
964,tt0077614,The Glove,1979,92,"Action,Crime,Drama",5.5,306
965,tt0077655,Last Hurrah for Chivalry,1979,106,"Action,Drama",7.1,1308
966,tt0077664,Heaven Sword and Dragon Sabre,1978,101,"Action,Drama",6.1,90
967,tt0077665,Heaven Sword and Dragon Sabre 2,1978,98,"Action,Drama",6.0,75
968,tt0077666,Hell Hole,1978,82,"Action,Crime,Drama",4.7,64
969,tt0077673,Firebird: Daybreak Chapter,1978,122,"Action,Adventure,Animation",5.8,145
970,tt0077678,High Seas Hijack,1977,95,"Action,Adventure",4.5,22
971,tt0077679,High-Ballin',1978,97,"Action,Drama",5.4,462
972,tt0077696,Hooper,1978,99,"Action,Comedy",6.4,5772
973,tt0077698,Hot Lead and Cold Feet,1978,90,"Action,Comedy,Family",6.2,1119
974,tt0077703,Whiplash,1974,90,Action,5.8,15
975,tt0077724,Image of Bruce Lee,1978,91,Action,4.9,230
976,tt0077770,Avenging Warriors of Shaolin,1979,110,"Action,Comedy",6.9,292
977,tt0077778,Joyride to Nowhere,1977,86,"Action,Crime",3.9,41
978,tt0077822,Kung Fu Master Named Drunk Cat,1978,83,Action,6.1,31
979,tt0077826,Spy Ring Kokuryukai,1976,97,"Action,Drama",6.6,15
980,tt0077829,Lang tzu yi chao,1978,90,"Action,Adventure",6.3,47
981,tt0077831,"Dirty Tiger, Crazy Frog",1978,97,"Action,Comedy,Drama",6.4,162
982,tt0077836,Long jia jiang,1976,90,"Action,Crime,Drama",4.9,16
983,tt0077850,"Bruce Lee: The Man, the Myth",1976,90,"Action,Adventure,Biography",5.2,368
984,tt0077864,Uppercut,1978,110,"Action,Comedy,Sport",6.8,4692
985,tt0077868,The Avenging Eagle,1978,90,"Action,Adventure,Drama",7.4,745
986,tt0077919,Mean Dog Blues,1978,108,"Action,Drama,Thriller",6.0,213
987,tt0077930,Blazing Flowers,1978,83,"Action,Crime,Drama",6.1,67
988,tt0077937,Mission Galactica: The Cylon Attack,1979,108,"Action,Adventure,Sci-Fi",7.1,1448
989,tt0077944,Money Movers,1978,92,"Action,Crime,Drama",6.5,399
990,tt0077973,Invincible Shaolin,1978,98,"Action,Drama",7.0,920
991,tt0078007,The Norseman,1978,90,"Action,Adventure",3.7,616
992,tt0078030,Ondanondu Kaladalli,1979,156,"Action,Adventure,Drama",7.1,129
993,tt0078032,The One Man Jury,1978,98,"Action,Crime,Drama",5.5,134
994,tt0078058,Odds and Evens,1978,115,"Action,Comedy,Crime",7.3,7534
995,tt0078097,Du bi dao da zhan du bi dao,1977,87,"Action,Drama",6.4,25
996,tt0078121,The Proud Youth,1978,92,"Action,Adventure",6.3,50
997,tt0078128,Spiritual Kung Fu,1978,99,"Action,Comedy,Fantasy",5.8,1747
998,tt0078162,Revansa,1978,101,"Action,Crime,Drama",7.8,648
999,tt0078166,Ride in a Pink Car,1974,83,"Action,Drama",5.7,71
1000,tt0078187,Lupin the 3rd: The Mystery of Mamo,1978,102,"Action,Adventure,Animation",7.0,1125
1001,tt0078194,Safari Rally,1978,90,"Action,Adventure",4.7,31
1002,tt0078214,Any Which Way You Punch,1979,92,"Action,Adventure",5.9,48
1003,tt0078224,Silver Saddle,1978,98,"Action,Western",6.2,546
1004,tt0078236,Seven Nights in Japan,1976,104,"Action,Comedy,Drama",5.7,140
1005,tt0078241,Shalimar,1978,137,"Action,Adventure,Crime",6.4,479
1006,tt0078242,Bandits from Shantung,1972,78,"Action,Drama",6.6,39
1007,tt0078243,The 36th Chamber of Shaolin,1978,116,"Action,Adventure,Drama",7.7,13937
1008,tt0078244,Shaolin Deadly Hands,1978,63,"Action,Drama",5.5,33
1009,tt0078245,Shaolin Kung Fu Master,1978,87,"Action,Drama",5.7,49
1010,tt0078249,The Brave Archer,1977,127,"Action,Drama,Fantasy",6.2,347
1011,tt0078250,The Brave Archer Part II,1978,110,"Action,Drama",6.0,134
1012,tt0078251,She he ba bu,1978,96,"Action,Drama",6.6,2125
1013,tt0078252,Snake in the Eagle's Shadow,1978,97,"Action,Comedy",7.4,10164
1014,tt0078253,Shaolin Handlock,1978,88,Action,6.2,229
1015,tt0078260,Showdown at the Cotton Mill,1978,84,"Action,Drama",6.5,43
1016,tt0078262,Sleeping Fist,1979,88,Action,6.4,131
1017,tt0078323,Stingray,1978,100,"Action,Comedy,Crime",5.6,189
1018,tt0078332,Naeileum ssangdali,1978,81,Action,5.0,27
1019,tt0078335,Stunt Rock,1978,86,"Action,Drama,Music",5.6,341
1020,tt0078336,Stunt Squad,1977,92,"Action,Crime,Thriller",6.3,197
1021,tt0078346,Superman,1978,143,"Action,Adventure,Drama",7.3,153690
1022,tt0078351,Sweeney 2,1978,104,"Action,Crime,Drama",6.6,716
1023,tt0078352,Swordsman and Enchantress,1978,89,"Action,Mystery",6.7,122
1024,tt0078360,Tang lang,1978,96,"Action,Drama",6.8,516
1025,tt0078379,Texas Detour,1978,92,"Action,Crime,Drama",5.6,72
1026,tt0078394,Tie dan ying xiong,1978,87,"Action,Drama",2.9,49
1027,tt0078418,Trishul,1978,167,"Action,Drama,Musical",7.8,1878
1028,tt0078435,Message from Space,1978,105,"Action,Adventure,Sci-Fi",5.0,1142
1029,tt0078445,Un uomo in ginocchio,1979,106,"Action,Drama,Thriller",7.2,259
1030,tt0078447,Uranium Conspiracy,1978,98,"Action,Drama,Thriller",5.0,123
1031,tt0078450,V zone osobogo vnimaniya,1978,98,Action,7.2,299
1032,tt0078456,The Vengeful Beauty,1978,82,"Action,Adventure,Drama",6.6,150
1033,tt0078490,Who'll Stop the Rain,1978,126,"Action,Crime,Drama",6.7,2371
1034,tt0078492,The Wild Geese,1978,134,"Action,Adventure,Drama",6.8,11141
1035,tt0078511,Wszyscy i nikt,1978,83,"Action,Drama,War",4.3,7
1036,tt0078513,Yagyu Clan Conspiracy,1978,130,"Action,Adventure,Drama",7.1,1394
1037,tt0078517,Warriors Two,1978,95,"Action,Drama",7.3,1086
1038,tt0078545,Ángel del silencio,1979,85,"Action,Drama",5.7,12
1039,tt0078723,1941,1979,118,"Action,Comedy,War",5.8,30287
1040,tt0078738,Ahinsa,1979,103,"Action,Drama",3.8,9
1041,tt0078740,The Concorde... Airport '79,1979,113,"Action,Drama,Thriller",4.5,5339
1042,tt0078778,Angels' Brigade,1979,97,"Action,Comedy",2.0,1612
1043,tt0078801,Ashanti,1979,118,"Action,Adventure,Drama",5.4,1645
1044,tt0078812,Avalanche Express,1979,88,"Action,Thriller",4.9,1157
1045,tt0078825,Bai cu shi fu kou cu tou,1979,89,"Action,Comedy",6.0,46
1046,tt0078836,Bear Island,1979,118,"Action,Adventure,Mystery",5.9,1979
1047,tt0078848,Bersaglio altezza uomo,1978,89,"Action,Crime,Thriller",5.5,52
1048,tt0078856,Beyond the Poseidon Adventure,1979,114,"Action,Adventure",4.6,4551
1049,tt0078869,The Black Hole,1979,98,"Action,Sci-Fi",6.0,22303
1050,tt0078877,Blood Treasury Fight,1979,90,"Action,Drama",6.3,32
1051,tt0078884,Odd Couple,1979,97,"Action,Adventure",7.0,406
1052,tt0078910,Little Superman,1974,101,"Action,Drama",6.4,57
1053,tt0078911,Super Hero,1979,88,"Action,Drama",6.0,72
1054,tt0078912,Dynamo,1978,81,"Action,Drama",5.4,57
1055,tt0078969,Stroke of Death,1979,89,"Action,Drama",6.3,280
1056,tt0078975,Circle of Iron,1978,102,"Action,Adventure,Fantasy",5.9,2059
1057,tt0078976,City on Fire,1979,106,"Action,Drama",4.0,925
1058,tt0078989,Concorde Affaire '79,1979,96,"Action,Crime,Thriller",5.6,458
1059,tt0079006,Crazy Guy with Super Kung Fu,1979,75,"Action,Comedy",6.1,64
1060,tt0079018,Cycle Vixens,1978,80,"Action,Drama",4.6,87
1061,tt0079035,Death Duel of Kung Fu,1979,86,"Action,Drama",5.9,134
1062,tt0079043,The Magnificent Ruffians,1979,82,"Action,Drama",6.7,256
1063,tt0079051,The Butterfly Murders,1979,88,"Action,Horror,Mystery",6.5,606
1064,tt0079076,Dragon on Fire,1978,87,"Action,Drama",5.8,131
1065,tt0079110,Three Avengers,1979,86,"Action,Drama",6.4,69
1066,tt0079117,Escape to Athena,1979,125,"Action,Adventure,Comedy",5.7,4164
1067,tt0079122,Bai Ma Su che gou hun fan,1979,94,"Action,Drama",6.0,27
1068,tt0079142,The Fearless Young Boxer,1979,90,"Action,Comedy",6.5,98
1069,tt0079147,Mad Monkey Kung Fu,1979,116,"Action,Comedy",6.8,839
1070,tt0079148,The Deadly Breaking Sword,1979,101,"Action,Comedy",6.7,178
1071,tt0079152,The Fifth Musketeer,1979,116,"Action,Adventure,Romance",5.3,615
1072,tt0079153,Firepower,1979,104,"Action,Adventure,Crime",5.0,700
1073,tt0079155,"The Fists, the Kicks and the Evil",1979,85,"Action,Adventure",5.8,30
1074,tt0079163,Wan shi tian jiao,1978,93,Action,4.5,21
1075,tt0079168,A Force of One,1979,90,"Action,Crime,Drama",5.1,3197
1076,tt0079183,Full Moon Scimitar,1979,95,"Action,Drama,Fantasy",6.2,101
1077,tt0079191,Game for Vultures,1979,113,"Action,Drama,War",4.5,264
1078,tt0079224,The Golden Lady,1979,91,"Action,Thriller",4.3,50
1079,tt0079227,Good Guys Wear Black,1978,95,Action,5.1,2671
1080,tt0079236,The Great Gambler,1979,105,"Action,Crime,Romance",6.5,541
1081,tt0079238,The Great Riviera Bank Robbery,1979,102,"Action,Crime,Drama",6.3,228
1082,tt0079247,10 Tigers of Shaolin,1978,90,Action,6.0,81
1083,tt0079262,Hakuchyu no shikaku,1979,154,"Action,Crime,Drama",7.0,30
1084,tt0079265,The Handcuff,1979,95,"Action,Crime",7.3,11
1085,tt0079268,Hanover Street,1979,109,"Action,Adventure,Drama",6.0,4414
1086,tt0079276,Amsterdam Connection,1978,90,Action,5.0,33
1087,tt0079281,Hei chi hei,1972,105,Action,6.0,15
1088,tt0079292,Heroes of the Wild,1977,92,"Action,Drama",5.7,112
1089,tt0079305,Raiding Party,1979,79,"Action,War",4.5,8
1090,tt0079308,Hot Stuff,1979,91,"Action,Comedy,Crime",6.6,941
1091,tt0079311,Hou hsing kou shou,1979,100,"Action,Drama",7.0,376
1092,tt0079315,The Fearless Hyena,1979,98,"Action,Comedy",6.7,3782
1093,tt0079317,Hunter in the Dark,1979,137,"Action,Adventure,Drama",6.9,405
1094,tt0079336,The In-Laws,1979,103,"Action,Adventure,Comedy",7.3,7211
1095,tt0079351,I'm for the Hippopotamus,1979,92,"Action,Adventure,Comedy",6.7,7498
1096,tt0079355,Jaani Dushman,1979,154,"Action,Horror,Mystery",6.0,406
1097,tt0079362,Jaguar Lives!,1979,90,Action,4.2,335
1098,tt0079370,Jade Claw,1979,84,"Action,Drama",6.3,143
1099,tt0079371,The Kung Fu Instructor,1979,100,"Action,Drama",6.5,253
1100,tt0079372,The Kid with the Golden Arm,1979,86,"Action,Drama",7.1,1227
1101,tt0079376,The Proud Twins,1979,112,"Action,Comedy,Romance",6.2,94
1102,tt0079386,Kaala Patthar,1979,176,"Action,Drama,History",7.7,1992
1103,tt0079401,Kill the Golden Goose,1979,90,"Action,Crime,Drama",5.1,49
1104,tt0079428,The Lady Vanishes,1979,97,"Action,Comedy,Mystery",6.0,2186
1105,tt0079429,The Lady in Red,1979,93,"Action,Drama,Romance",6.2,885
1106,tt0079432,Dirty Ho,1979,97,"Action,Comedy,Drama",7.1,871
1107,tt0079435,Lao shu la gui,1979,89,"Action,Comedy",6.4,80
1108,tt0079454,Legend of the Bat,1978,102,"Action,Mystery,Thriller",6.5,122
1109,tt0079472,The Magnificent Butcher,1979,108,"Action,Comedy,Drama",7.3,2061
1110,tt0079478,Duel of the Seven Tigers,1979,90,"Action,Drama",6.2,115
1111,tt0079480,Llámenme Mike,1979,105,"Action,Comedy,Crime",7.2,71
1112,tt0079481,The London Connection,1979,100,"Action,Drama",6.8,73
1113,tt0079483,The Dragon and the Tiger Kids,1979,85,Action,6.9,135
1114,tt0079484,Dragon Fist,1979,97,"Action,Drama",6.2,1868
1115,tt0079488,Love and Bullets,1979,103,"Action,Crime,Drama",5.8,1536
1116,tt0079501,Mad Max,1979,88,"Action,Adventure,Sci-Fi",6.9,184008
1117,tt0079527,Spiritual Boxer II,1979,97,"Action,Comedy,Fantasy",6.8,81
1118,tt0079550,Meteor,1979,108,"Action,Drama,Sci-Fi",5.0,6349
1119,tt0079574,Moonraker,1979,126,"Action,Adventure,Sci-Fi",6.3,86517
1120,tt0079584,Mr. Natwarlal,1979,148,"Action,Comedy,Romance",6.6,1249
1121,tt0079589,Muqabla,1979,127,"Action,Adventure,Drama",6.5,19
1122,tt0079591,Kong que wang chao,1979,91,"Action,Drama",6.6,31
1123,tt0079609,Dance of the Drunken Mantis,1979,94,"Action,Comedy",7.0,607
1124,tt0079632,Undercover Lover,1979,95,"Action,Comedy",4.7,96
1125,tt0079639,The North Avenue Irregulars,1979,100,"Action,Comedy,Crime",6.8,1006
1126,tt0079652,The Odd Angry Shot,1979,92,"Action,Comedy,War",6.7,1009
1127,tt0079653,Tao tie gong,1979,90,"Action,Drama",6.1,85
1128,tt0079692,Pakleni otok,1979,90,"Action,War",6.9,35
1129,tt0079700,The Passage,1979,98,"Action,Drama,War",6.0,1482
1130,tt0079715,Wu zi tian shi,1978,72,"Action,Fantasy,Sci-Fi",6.0,48
1131,tt0079803,Return of the Tiger,1978,92,"Action,Crime",5.8,152
1132,tt0079849,Zhui ming sha shou,1971,79,"Action,Adventure",5.1,13
1133,tt0079859,Uno sceriffo extraterrestre... poco extra e molto terrestre,1979,95,"Action,Comedy,Family",6.2,3327
1134,tt0079870,Lo scugnizzo,1979,105,"Action,Comedy,Drama",5.1,15
1135,tt0079882,Seven,1979,100,"Action,Drama",6.0,536
1136,tt0079883,Gong fu qi jie,1979,84,Action,6.7,79
1137,tt0079887,Big Boss of Shanghai,1979,94,Action,6.7,55
1138,tt0079892,A Slice of Death,1979,84,"Action,Adventure",6.7,231
1139,tt0079893,Shaolin Invincible Sticks,1978,90,Action,5.9,69
1140,tt0079901,Life Gamble,1978,96,"Action,Drama",6.8,159
1141,tt0079903,Shi er tan tui,1979,87,"Action,Drama",5.9,66
1142,tt0079911,Xue lian huan,1977,94,"Action,Drama",6.1,105
1143,tt0079914,Skradziona kolekcja,1979,83,"Action,Comedy",6.2,22
1144,tt0079921,Bloody Sun,1974,90,"Action,Drama",4.2,27
1145,tt0079941,Meng jiao di she long nu,1973,93,Action,4.2,71
1146,tt0079946,Starcrash,1978,92,"Action,Adventure,Sci-Fi",4.0,5874
1147,tt0079953,Sto koni do stu brzegów,1979,114,"Action,Adventure,War",5.1,13
1148,tt0079963,Sign of Marriage,1979,164,"Action,Drama,Musical",6.7,943
1149,tt0079966,Sunburn,1979,99,"Action,Comedy,Crime",5.2,549
1150,tt0079968,Sunnyside,1979,100,"Action,Drama",5.0,30
1151,tt0079969,Catch the Black Sunshine,1972,102,"Action,Adventure,Drama",4.0,66
1152,tt0080028,To Kill a Mastermind,1979,95,"Action,Thriller",6.9,44
1153,tt0080066,Up from the Depths,1979,85,"Action,Adventure,Comedy",3.1,664
1154,tt0080120,The Warriors,1979,92,"Action,Crime,Thriller",7.6,89647
1155,tt0080148,World of the Drunken Master,1979,98,"Action,Drama",5.7,179
1156,tt0080151,The Savage Five,1974,91,"Action,Adventure,Drama",6.5,208
1157,tt0080152,Wu zhao sheng you zhao,1979,77,"Action,Comedy",3.3,138
1158,tt0080156,The Incredible Kung Fu Master,1979,89,"Action,Comedy",6.7,175
1159,tt0080159,The Resurrection of the Golden Wolf,1979,131,"Action,Crime,Drama",6.7,196
1160,tt0080166,Knockabout,1979,92,"Action,Comedy,Drama",7.3,1107
1161,tt0080172,Heroes of the East,1978,105,"Action,Comedy",7.7,1906
1162,tt0080173,A Hard Way to Die,1979,92,"Action,Drama,Western",6.1,95
1163,tt0080179,Drunken Master,1978,111,"Action,Comedy",7.5,34432
1164,tt0080186,Les égouts du paradis,1979,115,"Action,Crime,Drama",6.2,231
1165,tt0080315,2 Wondrous Tigers,1979,88,"Action,Adventure",6.1,29
1166,tt0080318,Za ji wang ming dui,1979,100,"Action,Drama",6.1,178
1167,tt0080449,Blood and Bullets,1976,100,"Action,Crime,Drama",5.4,75
1168,tt0080592,Dance of Death,1976,90,"Action,Comedy",5.7,78
1169,tt0080600,"Wanted! Bruce Li, Dead or Alive",1978,90,"Action,Drama",6.9,97
1170,tt0080623,Half a Loaf of Kung Fu,1978,97,"Action,Comedy",5.8,1545
1171,tt0080722,Fatal Needles vs. Fatal Fists,1978,92,"Action,Drama",6.2,47
1172,tt0080742,Fist of Fury III,1979,91,"Action,Drama",5.8,94
