,tconst,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
469,tt0071336,The Clones,1973,95,"Action,Sci-Fi",4.8,128
470,tt0071344,Loaded Guns,1975,96,"Action,Crime",5.0,292
471,tt0071361,Coonskin,1975,100,"Action,Animation,Comedy",6.6,2470
472,tt0071389,All Men Are Brothers,1975,101,"Action,Adventure",6.5,269
473,tt0071402,Death Wish,1974,93,"Action,Crime,Drama",7.0,33835
474,tt0071412,The Destructors,1974,87,"Action,Crime,Drama",6.0,1160
475,tt0071424,Dirty Mary Crazy Larry,1974,93,"Action,Crime,Thriller",6.7,5954
476,tt0071437,Double Agent 73,1974,73,Action,3.9,580
477,tt0071446,Da tie nu,1974,85,"Action,Drama",6.1,17
478,tt0071455,Earthquake,1974,122,"Action,Drama,Thriller",5.9,13145
479,tt0071459,One or the Other,1974,105,"Action,Romance,Thriller",6.8,190
480,tt0071509,The Florida Connection,1976,106,"Action,Drama,Thriller",4.5,16
481,tt0071512,The Flying Guillotine,1975,105,"Action,Drama",6.7,1029
482,tt0071516,Dragon Squad,1974,100,"Action,Drama",6.7,30
483,tt0071517,Foxy Brown,1974,92,"Action,Crime,Thriller",6.5,8454
484,tt0071521,Freebie and the Bean,1974,113,"Action,Comedy,Crime",6.6,2470
485,tt0071565,Godzilla vs. Mechagodzilla,1974,84,"Action,Fantasy,Horror",6.4,5233
486,tt0071568,Golden Needles,1974,92,"Action,Drama",5.2,256
487,tt0071569,The Golden Voyage of Sinbad,1973,105,"Action,Adventure,Fantasy",6.8,7812
488,tt0071571,Gone in 60 Seconds,1974,105,"Action,Crime,Drama",6.5,7970
489,tt0071575,The Gravy Train,1974,94,"Action,Comedy,Crime",6.6,331
490,tt0071594,Hangup,1974,94,"Action,Drama",5.3,27
491,tt0071619,Shaolin Martial Arts,1974,106,"Action,Drama",6.9,351
492,tt0071624,Hot Summer in Barefoot County,1974,90,"Action,Comedy",3.8,144
493,tt0071632,The Skyhawk,1974,90,"Action,Drama",6.1,73
494,tt0071663,The Internecine Project,1974,89,"Action,Thriller",6.2,667
495,tt0071668,The Invincible Kung Fu Trio,1974,84,"Action,Drama",5.4,47
496,tt0071695,Lone Wolf and Cub: White Heaven in Hell,1974,83,"Action,Adventure,Drama",7.4,3076
497,tt0071696,Police Tactics,1974,101,"Action,Crime,Drama",7.5,852
498,tt0071706,Juggernaut,1974,109,"Action,Drama,Thriller",6.5,4707
499,tt0071712,The Bod Squad,1974,92,"Action,Comedy",6.1,216
500,tt0071724,Kontrabanda,1975,88,Action,5.6,34
501,tt0071729,Kung Fu Inferno,1973,92,"Action,Drama",5.4,14
502,tt0071788,Macon County Line,1974,89,"Action,Drama,Romance",6.6,1102
503,tt0071807,The Man with the Golden Gun,1974,125,"Action,Adventure,Thriller",6.8,91177
504,tt0071820,Master Samurai,1974,91,Action,5.0,38
505,tt0071824,McQ,1974,111,"Action,Crime,Drama",6.3,4530
506,tt0071836,Metralleta 'Stein',1975,106,"Action,Crime,Drama",6.7,29
507,tt0071854,Moonrunners,1975,110,"Action,Comedy",6.4,271
508,tt0071866,Mr. Majestyk,1974,103,"Action,Crime,Drama",6.8,7180
509,tt0071887,Na Cha the Great,1974,90,"Action,Adventure,Fantasy",6.3,75
510,tt0071899,The Immortals,1974,103,"Action,Adventure,History",7.9,810
511,tt0071902,Newman's Law,1974,98,"Action,Crime,Thriller",5.7,168
512,tt0071923,Nosutoradamusu no daiyogen,1974,90,"Action,Sci-Fi",6.4,229
513,tt0071930,The Dragon Tamers,1975,107,"Action,Drama",6.3,91
514,tt0071956,Written Off,1974,88,"Action,War",8.2,1096
515,tt0071973,Hell River,1974,102,"Action,Drama,Romance",5.4,208
516,tt0072003,Black Power,1975,89,"Action,Drama",6.5,12
517,tt0072006,Policewomen,1974,90,"Action,Crime,Romance",5.6,360
518,tt0072007,What Have They Done to Your Daughters?,1974,96,"Action,Crime,Thriller",7.0,1572
519,tt0072008,La polizia ha le mani legate,1975,95,"Action,Crime,Drama",6.8,266
520,tt0072010,"Shoot First, Die Later",1974,94,"Action,Crime,Thriller",6.6,561
521,tt0072012,Turn the Other Cheek,1974,89,"Action,Adventure,Comedy",6.5,3753
522,tt0072031,Trinity Plus the Clown and a Guitar,1975,92,"Action,Comedy,Western",4.8,28
523,tt0072051,Manchu Boxer,1974,82,"Action,Drama",5.4,28
524,tt0072055,This Time I'll Make You Rich,1974,101,"Action,Adventure,Crime",3.9,14
525,tt0072084,Return of Shanghai Joe,1975,87,"Action,Western",4.3,94
526,tt0072087,Huang Fei Hong yi qu Ding Cai Pao,1974,93,"Action,Adventure,Drama",5.0,45
527,tt0072100,Roti Kapada Aur Makaan,1974,159,"Action,Drama,Musical",6.9,659
528,tt0072107,S*P*Y*S,1974,87,"Action,Comedy",4.6,813
529,tt0072108,SB zatvara krug,1974,91,Action,6.1,53
530,tt0072115,Savage Sisters,1974,86,"Action,Drama",5.0,252
531,tt0072150,Men from the Monastery,1974,101,"Action,Drama",6.3,171
532,tt0072152,New Battles Without Honor and Humanity,1974,98,"Action,Comedy,Crime",6.8,238
533,tt0072187,Solomon King,1974,110,"Action,Adventure",6.5,19
534,tt0072200,Emergency Squad,1974,95,"Action,Crime,Thriller",6.2,350
535,tt0072209,Stone,1974,126,"Action,Adventure,Crime",6.4,1153
536,tt0072225,Sugar Hill,1974,91,"Action,Crime,Horror",5.8,1562
537,tt0072228,The Super Cops,1974,90,"Action,Comedy,Crime",6.6,687
538,tt0072231,"At Home Among Strangers, a Stranger Among His Own",1974,97,"Action,Adventure,Drama",7.6,2580
539,tt0072238,The Swordsman,1974,90,"Action,Crime,Drama",5.0,34
540,tt0072245,TNT Jackson,1974,72,Action,4.7,923
541,tt0072249,The Take,1974,92,"Action,Crime,Drama",5.4,197
542,tt0072251,The Taking of Pelham One Two Three,1974,104,"Action,Crime,Thriller",7.7,25072
543,tt0072278,Thomasine & Bushrod,1974,95,"Action,Crime,Western",5.7,235
544,tt0072281,The Three Musketeers,1973,106,"Action,Adventure",7.2,14854
545,tt0072284,Three the Hard Way,1974,89,"Action,Thriller",6.3,1053
546,tt0072285,Thriller: A Cruel Picture,1973,104,"Action,Thriller",6.4,6515
547,tt0072290,Furious Slaughter,1972,86,"Action,Crime",6.8,47
548,tt0072308,The Towering Inferno,1974,165,"Action,Drama,Thriller",7.0,37436
549,tt0072317,The Trial of Billy Jack,1974,170,"Action,Drama,Music",4.7,1214
550,tt0072324,Truck Stop Women,1974,88,"Action,Crime,Drama",4.6,460
551,tt0072325,Truck Turner,1974,91,"Action,Crime,Thriller",7.0,2373
552,tt0072348,Tough Guys,1974,92,"Action,Crime",5.6,277
553,tt0072351,Uptown Saturday Night,1974,104,"Action,Comedy,Crime",6.8,1895
554,tt0072353,Going Places,1974,150,"Action,Comedy,Crime",7.3,7813
555,tt0072389,Warhead,1977,90,"Action,Adventure,War",4.4,194
556,tt0072413,From China with Death,1974,119,"Action,Drama",6.4,37
557,tt0072422,The Drug Addicts,1974,94,"Action,Crime,Drama",6.1,43
558,tt0072423,The Association,1974,80,"Action,Drama",5.7,36
559,tt0072436,Zanna Bianca alla riscossa,1974,97,"Action,Adventure,Western",5.0,135
560,tt0072439,Zatoichi's Conspiracy,1973,88,"Action,Drama",7.2,767
561,tt0072444,Zhong tai quan tan sheng si zhan,1974,94,"Action,Drama",6.5,72
562,tt0072448,Zorro,1975,124,"Action,Adventure,Comedy",6.6,2932
563,tt0072604,Adiós Amigo,1975,87,"Action,Comedy,Western",4.2,222
564,tt0072620,Alarm in the Delta,1976,74,"Action,Adventure,Crime",6.5,29
565,tt0072679,She nu,1975,90,"Action,Drama",6.9,25
566,tt0072700,Da jie an,1975,92,"Action,Crime,Drama",5.8,19
567,tt0072705,Bite the Bullet,1975,132,"Action,Adventure,Western",6.7,4550
568,tt0072707,Black Force,1975,82,"Action,Drama",4.4,48
569,tt0072708,Black Lolita,1975,85,"Action,Drama",5.6,48
570,tt0072713,Tao wang,1975,84,Action,6.7,36
571,tt0072732,Brannigan,1975,111,"Action,Comedy,Crime",6.2,4847
572,tt0072737,Breakout,1975,96,"Action,Adventure,Drama",6.2,3243
573,tt0072740,Diamonds for the Dictatorship of the Proletariat,1975,151,"Action,Crime",6.8,82
574,tt0072744,Superdragon vs. Superman,1975,84,"Action,Drama,Thriller",5.1,84
575,tt0072747,Bucktown,1975,94,"Action,Crime,Drama",6.2,1028
576,tt0072759,The Candy Tangerine Man,1975,95,"Action,Adventure",6.0,208
577,tt0072791,Cleopatra Jones and the Casino of Gold,1975,94,Action,5.7,748
578,tt0072829,Crazy Mama,1975,83,"Action,Comedy,Crime",5.5,559
579,tt0072844,Darktown Strutters,1975,90,"Action,Comedy,Musical",4.9,408
580,tt0072855,The Death Collector,1976,85,"Action,Crime,Drama",5.8,705
581,tt0072856,Death Race 2000,1975,80,"Action,Comedy,Sci-Fi",6.2,23545
582,tt0072858,The Black Dragon's Revenge,1975,90,"Action,Drama",4.7,77
583,tt0072860,The Wall,1975,174,"Action,Crime,Drama",8.1,9555
584,tt0072868,Devil Woman,1973,97,"Action,Fantasy,Horror",4.8,84
585,tt0072886,Doc Savage: The Man of Bronze,1975,112,"Action,Adventure,Comedy",5.7,1668
586,tt0072888,Doctor Justice,1975,112,Action,4.2,86
587,tt0072895,Dolemite,1975,90,"Action,Comedy,Crime",5.8,4868
588,tt0072913,Master of the Flying Guillotine,1976,93,"Action,Drama,Fantasy",7.5,4017
589,tt0072926,The Eiger Sanction,1975,129,"Action,Crime,Thriller",6.4,16761
590,tt0072966,Savage Three,1975,85,"Action,Crime",6.8,185
591,tt0072972,Absconding,1975,136,"Action,Crime,Drama",6.9,278
592,tt0072975,The Farmer,1977,97,Action,5.6,111
593,tt0072991,5 Masters of Death,1974,109,"Action,Drama",6.7,926
594,tt0072995,Flash and the Firecat,1975,84,"Action,Crime,Drama",4.5,60
595,tt0073011,The Four Deuces,1975,87,"Action,Comedy",4.4,186
596,tt0073015,Framed,1975,106,"Action,Crime,Drama",6.4,362
597,tt0073018,French Connection II,1975,119,"Action,Crime,Drama",6.8,15926
598,tt0073019,Friday Foster,1975,90,Action,6.0,1489
599,tt0073022,Da du xiao,1975,86,"Action,Drama",5.4,15
600,tt0073023,Las fuerzas vivas,1975,103,"Action,Comedy,Drama",7.6,41
601,tt0073031,Devil's Express,1976,82,"Action,Adventure,Crime",4.9,312
602,tt0073051,Syndicate Sadists,1975,90,"Action,Crime,Drama",6.4,626
603,tt0073056,Jin mao shi wang,1975,84,"Action,Drama",6.4,40
604,tt0073059,Gone with the West,1974,92,"Action,Western",3.1,327
605,tt0073061,Goodbye Bruce Lee: His Last Game of Death,1975,84,"Action,Drama,Thriller",5.4,201
606,tt0073103,Hennessy,1975,103,"Action,Drama,Thriller",6.0,426
607,tt0073104,Hera Pheri,1976,164,"Action,Comedy,Crime",6.8,899
608,tt0073116,"Hold-Up, instantánea de una corrupción",1974,95,"Action,Crime,Thriller",5.5,34
609,tt0073121,Hong quan xiao zi,1975,106,"Action,Drama",6.7,257
610,tt0073168,Infra-Man,1975,88,"Action,Sci-Fi",6.3,1754
611,tt0073207,Graveyard of Honor,1975,94,"Action,Crime",7.3,1280
612,tt0073224,Kaala Sona,1975,137,"Action,Thriller",6.4,47
613,tt0073234,Cops vs Thugs,1975,100,"Action,Crime",7.2,580
614,tt0073240,The Killer Elite,1975,122,"Action,Crime,Thriller",6.0,5261
615,tt0073241,Killer Force,1976,102,"Action,Crime,Thriller",5.5,461
616,tt0073242,"Kilma, reina de las amazonas",1976,83,"Action,Adventure,Comedy",4.7,55
617,tt0073272,Legacy,1975,88,"Action,Crime,Drama",6.2,19
618,tt0073282,Let's Do It Again,1975,110,"Action,Comedy,Crime",6.9,2675
619,tt0073326,The Four Assassins,1975,103,"Action,Adventure,Biography",6.5,260
620,tt0073333,Mafia Junction,1973,95,"Action,Crime,Drama",6.3,248
621,tt0073343,The Dragon Flies,1975,111,"Action,Adventure,Drama",6.6,1169
622,tt0073358,Revenge of the Shaolin Kid,1978,90,"Action,Drama",4.9,39
623,tt0073373,Terror of Mechagodzilla,1975,83,"Action,Adventure,Drama",6.3,3878
624,tt0073387,"My Nights with Susan, Sandra, Olga & Julie",1975,85,"Action,Drama,Horror",5.2,148
625,tt0073396,Mitchell,1975,97,"Action,Crime,Drama",2.6,4214
626,tt0073399,The Money,1976,88,"Action,Drama",5.4,40
627,tt0073406,The Suspicious Death of a Minor,1975,100,"Action,Crime,Horror",6.6,701
628,tt0073464,Noon Sunday,1970,104,"Action,Drama",4.5,56
629,tt0073493,Orzel i reszka,1975,87,Action,4.4,14
630,tt0073506,The Pacific Connection,1974,94,"Action,Drama",5.8,46
631,tt0073511,Paper Tiger,1975,99,"Action,Adventure,Thriller",5.8,501
632,tt0073535,Peur sur la ville,1975,125,"Action,Drama,Thriller",7.0,2868
633,tt0073541,Flatfoot in Hong Kong,1975,115,"Action,Comedy,Crime",6.5,2793
634,tt0073600,Race with the Devil,1975,88,"Action,Horror,Thriller",6.6,5437
635,tt0073620,Report to the Commissioner,1975,112,"Action,Crime,Drama",6.6,790
636,tt0073621,Return of the Chinese Boxer,1977,98,"Action,Adventure",6.6,196
637,tt0073622,Return of the 18 Bronzemen,1976,93,"Action,Adventure,War",6.0,145
638,tt0073623,Return of the Street Fighter,1974,88,"Action,Crime,Drama",6.4,1746
639,tt0073631,Rollerball,1975,125,"Action,Sci-Fi,Sport",6.6,21381
640,tt0073633,Violent City,1975,89,"Action,Crime,Drama",6.7,511
641,tt0073637,Rosebud,1975,126,"Action,Adventure,Drama",5.1,671
642,tt0073694,The Hand of Death,1976,95,"Action,Drama",6.1,1270
643,tt0073695,Sharks' Treasure,1975,95,"Action,Adventure",4.7,272
644,tt0073697,"'Sheba, Baby'",1975,90,"Action,Crime,Drama",5.8,1136
645,tt0073700,The Spiritual Boxer,1975,103,"Action,Comedy,Drama",6.7,218
646,tt0073702,The Boss's Head,1975,94,"Action,Comedy,Crime",7.0,197
647,tt0073707,Sholay,1975,204,"Action,Adventure,Comedy",8.2,49029
648,tt0073714,Sister Street Fighter,1974,92,"Action,Crime",6.3,1133
649,tt0073716,Sixpack Annie,1975,88,"Action,Adventure,Comedy",4.0,219
650,tt0073726,Il soldato di ventura,1976,95,"Action,Adventure,Comedy",6.3,1681
651,tt0073735,Welcome Home Brother Charles,1975,91,"Action,Drama,Horror",4.2,504
652,tt0073755,The Streetfighter's Last Revenge,1974,83,"Action,Crime,Drama",6.1,1091
653,tt0073756,The Street Fighter,1974,91,"Action,Crime,Thriller",7.1,4377
654,tt0073774,The Swiss Conspiracy,1976,89,"Action,Crime,Drama",4.9,326
655,tt0073778,Maggie's Stiletto Sisters,1975,91,"Action,Crime,Drama",6.6,3097
656,tt0073792,Season for Assassins,1975,102,"Action,Crime,Drama",5.9,88
657,tt0073801,The Thirsty Dead,1974,88,"Action,Adventure,Horror",3.0,533
658,tt0073804,Super Stooges vs the Wonder Women,1974,105,"Action,Adventure,Comedy",5.0,216
659,tt0073835,The Ultimate Warrior,1975,94,"Action,Sci-Fi",5.7,1814
660,tt0073865,Virgin Cowboy,1975,79,"Action,Adventure,Crime",4.5,17
661,tt0073880,Walking Tall Part II,1975,109,"Action,Biography,Crime",6.2,1053
662,tt0073896,White Line Fever,1975,90,"Action,Crime,Drama",6.2,1383
663,tt0073901,The Wilby Conspiracy,1975,105,"Action,Adventure,Drama",6.4,1634
664,tt0073906,The Wind and the Lion,1975,119,"Action,Adventure,Drama",6.9,7829
665,tt0073918,The Yakuza,1974,112,"Action,Crime,Drama",7.2,7357
666,tt0073924,Conscience,1975,136,"Action,Drama",6.1,303
667,tt0073936,The Three Superguys,1975,84,"Action,Adventure,Comedy",3.5,22
668,tt0074060,The Standard,1977,120,"Action,Romance,War",6.0,51
669,tt0074080,'Gator Bait,1973,88,"Action,Adventure,Drama",5.3,690
670,tt0074083,Strange Shadows in an Empty Room,1976,100,"Action,Crime,Drama",6.4,590
671,tt0074108,The Night of the Askari,1976,97,"Action,Adventure,Drama",5.5,203
672,tt0074123,The Hunter Will Get You,1976,110,"Action,Crime,Thriller",6.6,1667
673,tt0074137,Nick the Sting,1976,93,"Action,Crime,Thriller",6.1,140
674,tt0074148,Ape,1976,86,"Action,Adventure,Fantasy",2.4,1453
675,tt0074156,Assault on Precinct 13,1976,91,"Action,Crime,Thriller",7.4,41570
676,tt0074160,Antonio e Placido - Attenti ragazzi... chi rompe paga,1975,96,"Action,Comedy",4.9,23
677,tt0074166,La aventura explosiva,1977,85,"Action,Adventure,Comedy",4.6,17
678,tt0074170,7 Man Army,1976,100,"Action,Drama,War",6.1,188
679,tt0074203,Big Bad Sis,1976,93,"Action,Thriller",6.8,59
680,tt0074204,Fists of Fury 2,1976,119,"Action,Drama",6.4,50
681,tt0074205,The Big Bus,1976,88,"Action,Comedy",5.6,2879
682,tt0074210,Bogard,1975,93,"Action,Crime",5.0,368
683,tt0074213,Black Samurai,1976,88,"Action,Crime",4.4,715
684,tt0074214,Black Shampoo,1976,85,"Action,Comedy,Crime",4.5,640
685,tt0074224,Bloody Struggle,1972,76,"Action,Adventure",5.7,25
686,tt0074246,Bruce and the Iron Finger,1979,86,"Action,Crime",6.3,50
687,tt0074247,Bruce Lee Fights Back from the Grave,1976,95,Action,3.6,317
688,tt0074268,Shatter,1974,90,"Action,Drama",5.1,327
689,tt0074279,Cannonball!,1976,93,"Action,Comedy,Crime",5.5,4091
690,tt0074300,Challenge of the Masters,1976,95,"Action,Drama",6.8,450
691,tt0074302,The Three Superboys in the Snow,1977,90,"Action,Adventure,Comedy",6.8,353
692,tt0074313,Jing wu men xu ji,1977,104,"Action,Drama",6.1,422
693,tt0074349,The Black Corsair,1976,126,"Action,Adventure",6.6,407
694,tt0074352,Cool Red,1976,101,"Action,Drama",5.9,16
695,tt0074363,Cuartelazo,1977,117,"Action,Drama,History",4.2,22
696,tt0074367,Shao Lin Kung-Fu Mystagogue,1977,90,"Action,Drama",6.6,79
697,tt0074370,Zero Pilot,1976,102,"Action,Drama,War",6.9,45
698,tt0074383,Death Machines,1976,93,"Action,Thriller",3.8,485
699,tt0074385,Death Cheaters,1976,93,"Action,Adventure",5.7,140
700,tt0074388,Cai li fa xiao zi,1976,96,"Action,Drama",6.4,153
701,tt0074409,A Dirty Knight's Work,1976,88,"Action,Adventure,Comedy",5.0,173
702,tt0074412,Disco Godfather,1979,93,"Action,Crime,Drama",5.4,1134
703,tt0074415,Dixie Dynamite,1976,88,"Action,Drama",5.3,259
704,tt0074437,Drum,1976,110,"Action,Drama",5.4,718
705,tt0074440,The One Armed Swordsmen,1976,109,"Action,Mystery",6.2,146
706,tt0074442,Crime Busters,1977,115,"Action,Adventure,Comedy",7.2,9976
707,tt0074450,International Assassin,1976,96,Action,6.6,89
708,tt0074454,Eat My Dust,1976,89,"Action,Comedy,Romance",5.5,677
709,tt0074483,The Enforcer,1976,96,"Action,Crime,Thriller",6.8,39672
710,tt0074484,Enter the Panther,1976,89,"Action,Drama",4.5,31
711,tt0074494,Street People,1976,101,"Action,Crime,Drama",5.2,612
712,tt0074506,"Exit the Dragon, Enter the Tiger",1976,84,"Action,Crime,Drama",5.0,247
713,tt0074513,Fang Shi Yu yu Hu Hui Qian,1976,97,"Action,Drama",6.2,199
714,tt0074516,Fantasma en el Oeste,1978,104,"Action,Comedy,Western",3.7,43
715,tt0074521,The Dragon Missile,1976,82,Action,6.3,156
716,tt0074529,Fighting Mad,1976,90,"Action,Drama",5.8,444
717,tt0074564,Gator,1976,115,"Action,Crime,Drama",5.9,3497
718,tt0074570,Get Mean,1975,90,"Action,Adventure,Comedy",5.3,252
719,tt0074586,The Big Racket,1976,104,"Action,Crime,Drama",7.2,1025
720,tt0074595,The Double Crossers,1976,90,"Action,Drama",5.9,15
721,tt0074624,Rage of the Tiger,1971,89,"Action,Drama",5.3,70
722,tt0074634,Hollywood Man,1976,107,"Action,Crime,Drama",5.2,224
723,tt0074646,Hot Potato,1976,87,"Action,Comedy,Drama",4.0,313
724,tt0074647,Nan quan bei tui zhan yan wang,1977,93,"Action,Drama",6.3,134
725,tt0074653,The Human Tornado,1976,96,"Action,Comedy,Drama",6.1,1350
726,tt0074694,The Invisible Terrorists,1976,77,"Action,Drama",5.9,24
727,tt0074703,J.D.'s Revenge,1976,96,"Action,Horror,Thriller",6.0,906
728,tt0074706,Jackson County Jail,1976,84,"Action,Crime,Drama",6.2,916
729,tt0074745,Killer Clans,1976,91,"Action,Drama",6.8,498
730,tt0074747,The Killer Meteors,1976,104,"Action,Thriller",5.1,795
731,tt0074794,The Light on the Gallows,1976,103,"Action,Adventure",7.0,9
732,tt0074812,Logan's Run,1976,119,"Action,Sci-Fi",6.8,49806
733,tt0074836,Mad Dog Morgan,1976,102,"Action,Crime,Drama",6.1,1223
734,tt0074845,Mako: The Jaws of Death,1976,91,"Action,Adventure,Comedy",3.7,587
735,tt0074857,Man on the Roof,1976,110,"Action,Crime,Drama",7.3,3514
736,tt0074885,Mean Johnny Barrows,1975,90,"Action,Crime,Drama",4.9,358
737,tt0074899,Midway,1976,132,"Action,Drama,History",6.8,17063
738,tt0074941,The Muthers,1976,83,"Action,Drama",4.8,411
739,tt0074949,Nagin,1976,180,"Action,Fantasy,Musical",6.2,390
740,tt0074951,Secret Rivals,1976,90,"Action,Drama",6.7,240
741,tt0074952,Violent Naples,1976,95,"Action,Crime,Thriller",7.0,838
742,tt0074962,The Next Man,1976,108,"Action,Thriller",5.1,586
743,tt0074969,No Way Back,1976,103,"Action,Crime,Drama",6.1,70
744,tt0074975,Northville Cemetery Massacre,1976,83,"Action,Crime,Drama",6.1,300
745,tt0075006,Jamaican Gold,1979,88,"Action,Adventure",5.2,76
746,tt0075013,One Away,1976,96,"Action,Crime,Drama",4.6,24
747,tt0075031,Boxer Rebellion,1976,137,"Action,Adventure",6.2,157
748,tt0075045,Hot Stuff,1976,90,"Action,Crime,Drama",6.0,203
749,tt0075060,Street Warriors,1977,103,"Action,Crime,Drama",6.2,420
750,tt0075067,Pintea,1976,94,"Action,History",7.2,231
751,tt0075083,Silent Action,1975,98,"Action,Crime,Drama",6.4,283
752,tt0075085,Poliziotti violenti,1976,94,"Action,Crime,Drama",6.4,166
753,tt0075094,The Written Off Return,1976,95,"Action,War",8.1,923
754,tt0075115,Colt 38 Special Squad,1976,110,"Action,Crime,Drama",6.7,303
755,tt0075133,Return of the Kung Fu Dragon,1976,84,Action,4.6,127
756,tt0075152,The Tough Ones,1976,95,"Action,Crime,Drama",6.9,1073
757,tt0075160,Safari Express,1976,93,"Action,Comedy",5.5,181
758,tt0075167,The Savage Killers,1976,84,"Action,Drama",6.4,185
759,tt0075174,Scorchy,1976,99,"Action,Crime,Drama",4.6,227
760,tt0075188,The Sell-Out,1976,101,"Action,Drama,Thriller",5.1,514
761,tt0075201,Shaolin Wooden Men,1976,106,Action,6.5,1913
762,tt0075202,Shaolin Temple,1976,126,Action,6.9,938
763,tt0075203,The 18 Bronzemen,1976,95,"Action,Drama,War",6.4,323
764,tt0075204,The Shaolin Boxer,1974,75,"Action,Adventure",5.8,23
765,tt0075206,She Devils in Chains,1976,76,"Action,Drama",4.7,139
766,tt0075209,Last Days of the Boss,1976,91,"Action,Comedy,Crime",6.8,148
767,tt0075214,Shout at the Devil,1976,150,"Action,Adventure,Comedy",6.2,2414
768,tt0075216,Si qiu,1976,102,"Action,Drama",6.6,75
769,tt0075223,Silver Streak,1976,114,"Action,Comedy,Crime",6.9,17083
770,tt0075229,Sky Riders,1976,91,"Action,Adventure",6.0,832
771,tt0075235,A Small Town in Texas,1976,96,"Action,Adventure,Crime",5.8,255
772,tt0075257,Sporting Chance,1975,103,"Action,Adventure,Comedy",7.2,61
773,tt0075259,Spy Story,1976,103,"Action,Drama,Mystery",6.8,17
774,tt0075260,Squadra antiscippo,1976,95,"Action,Comedy,Crime",6.2,515
775,tt0075263,St. Ives,1976,94,"Action,Crime,Drama",6.3,1885
776,tt0075274,The Arrows of Robin Hood,1975,78,"Action,Adventure,History",7.0,161
777,tt0075294,Swashbuckler,1976,101,"Action,Adventure,Comedy",6.0,1446
778,tt0075327,Tie quan,1979,88,"Action,Drama",6.6,39
779,tt0075329,The Magic Blade,1976,86,"Action,Drama",7.0,645
780,tt0075339,Too Hot to Handle,1977,85,"Action,Drama,Thriller",5.7,203
781,tt0075344,Trackdown,1976,98,"Action,Drama",6.0,243
782,tt0075346,Traitorous,1976,90,"Action,Drama",6.8,65
783,tt0075359,Two-Minute Warning,1976,115,"Action,Crime,Drama",6.1,3229
784,tt0075375,"Live Like a Cop, Die Like a Man",1976,100,"Action,Crime,Drama",6.6,1114
785,tt0075393,Vigilante Force,1976,89,"Action,Adventure,Crime",5.2,693
786,tt0075415,The Web of Death,1976,87,"Action,Drama,Fantasy",6.2,258
787,tt0075431,The Winds of Autumn,1976,100,"Action,Adventure,Western",6.2,148
788,tt0075439,New Fist of Fury,1976,114,"Action,Drama",5.6,1279
789,tt0075441,Yakuza no hakaba: Kuchinashi no hana,1976,97,"Action,Crime,Drama",7.1,617
790,tt0075443,"The Good, the Bad and the Loser",1976,95,Action,6.7,10
791,tt0075447,Young Dragon,1979,91,"Action,Drama",7.4,10
792,tt0075456,The Zebra Force,1976,100,"Action,Crime",4.7,201
793,tt0075627,Aces High,1976,114,"Action,Drama,War",6.6,2264
794,tt0075632,Court,1976,138,"Action,Drama,Family",6.5,251
795,tt0075648,Airport '77,1977,114,"Action,Drama,Thriller",5.7,9133
796,tt0075669,"Amar, Akbar and Anthony",1977,184,"Action,Comedy,Drama",7.5,6621
797,tt0075677,The Amsterdam Kill,1977,88,"Action,Crime,Drama",5.4,383
798,tt0075683,Animal,1977,100,"Action,Comedy,Romance",6.7,2213
799,tt0075696,Are You Being Served?,1977,95,"Action,Adventure,Comedy",6.3,2238
800,tt0075717,Bad Georgia Road,1977,86,"Action,Comedy",5.4,90
801,tt0075720,Brothers Till We Die,1978,95,"Action,Crime,Thriller",6.7,521
802,tt0075721,La banda del Polvo Maldito,1979,85,"Action,Crime,Thriller",5.0,5
803,tt0075723,"Bandits, Prostitutes and Silver",1977,83,"Action,Drama",6.6,59
804,tt0075727,Bare Knuckles,1977,90,"Action,Adventure",5.4,137
805,tt0075729,The Baron,1977,89,"Action,Drama",5.7,82
806,tt0075740,Beast with a Gun,1977,91,"Action,Crime,Drama",6.1,883
807,tt0075759,Black Aphrodite,1977,96,"Action,Crime,Romance",4.4,74
808,tt0075763,Black Oak Conspiracy,1977,92,"Action,Drama",5.8,114
809,tt0075783,Breaker! Breaker!,1977,86,"Action,Adventure,Crime",4.3,2645
810,tt0075789,Bruce Li the Invincible Chinatown Connection,1978,92,"Action,Adventure",5.1,166
811,tt0075802,Palace Carnage,1978,88,"Action,Adventure",6.3,300
812,tt0075809,The Car,1977,96,"Action,Horror,Mystery",6.2,8374
813,tt0075833,Clans of Intrigue,1977,102,"Action,Adventure,Crime",6.9,268
814,tt0075852,"The Cynic, the Rat and the Fist",1977,100,"Action,Crime,Thriller",6.8,862
815,tt0075901,Cyclone,1978,100,"Action,Adventure,Drama",4.8,445
816,tt0075905,Da mo tie zhi gong,1977,90,"Action,Drama",6.3,73
817,tt0075906,Da sha xing yu xiao mei tou,1978,90,"Action,Comedy",5.6,48
818,tt0075935,Triangle of Lust,1978,91,"Action,Thriller",5.1,86
819,tt0075956,Double Nickels,1977,89,"Action,Comedy,Crime",5.4,101
820,tt0075967,Duel with the Devils,1977,80,"Action,Drama",5.3,20
821,tt0076012,Money Crazy,1977,92,"Action,Comedy,Crime",5.9,112
822,tt0076024,Death Force,1978,96,"Action,Crime,Drama",5.4,410
